year,price,km_traveled,tax,engineSize,km_per_liters,model,transmission,fuel_type
2001,13690,53851.73508,145,1.0,33.161232,Express 2500 Cargo,Automatic,Petrol
2013,25500,52480.5774,0,1.5,20.704512800000003,Express 1500 Cargo,Semi-Auto,Other
2005,17995,67975.30292,0,1.8,31.588199200000002,Astro Cargo,Semi-Auto,Hybrid
2003,17000,15258.15254,30,1.6,24.020636,Silverado 2500 Extended Cab,Manual,Diesel
2003,16999,33179.76278,145,1.5,33.161232,Astro Cargo,Semi-Auto,Hybrid
2009,23998,7163.17234,0,1.8,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
1999,9725,54546.96996,150,1.5,40.0060504,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2016,8200,37561.9956,205,1.8,25.5511544,Malibu Limited,Manual,Petrol
2012,6995,40233.5,145,1.0,24.4882944,Silverado 3500 HD Regular Cab,Other,Diesel
2003,27295,111044.46,145,1.0,29.334936000000003,Silverado 3500 Extended Cab,Automatic,Petrol
1992,29985,85362.61228,140,1.0,24.658352,APV Cargo,Semi-Auto,Diesel
2014,7901,30175.125,0,1.0,24.020636,Express 1500 Passenger,Manual,Diesel
2018,4990,34890.4912,150,1.5,40.0060504,Traverse,Other,Petrol
1992,19990,16093.4,145,2.0,28.484648,Astro Cargo,Semi-Auto,Hybrid
2002,22991,5759.82786,260,1.5,22.2350312,Monte Carlo,Semi-Auto,Hybrid
2003,15911,35946.21824,135,1.0,24.658352,Suburban 1500,Semi-Auto,Hybrid
2015,21945,74351.508,135,1.8,29.292421600000004,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2007,5050,45356.02922,125,1.8,29.292421600000004,TrailBlazer,Other,Petrol
2019,7495,50353.02992,160,1.8,29.292421600000004,Suburban 3500HD,Semi-Auto,Diesel
2012,7210,16093.4,30,1.8,23.552977600000002,Express 2500 Cargo,Automatic,Petrol
2002,10490,7106.84544,0,1.0,31.588199200000002,Camaro,Manual,Petrol
1999,7195,20874.74914,145,1.8,27.931960800000002,2500 HD Regular Cab,Other,Other
2013,2495,95280.9747,145,1.3,25.5511544,Silverado 3500 HD Extended Cab,Automatic,Other
1999,6400,5716.37568,150,1.0,36.562384,Tahoe,Other,Hybrid
2016,9400,60319.67254,20,1.0,24.658352,Express 3500 Passenger,Other,Diesel
2013,7495,28968.12,135,1.3,33.161232,Express 1500 Passenger,Manual,Diesel
2008,16985,16898.07,150,1.8,29.334936000000003,Express 3500 Passenger,Other,Diesel
2018,20498,27252.56356,145,1.0,25.5511544,Bolt EV,Manual,Hybrid
2009,17498,42047.22618,150,1.3,30.0151664,Impala,Manual,Diesel
1992,21491,12065.22198,140,1.6,24.020636,Camaro,Manual,Petrol
2019,7595,18961.243879999998,150,1.5,25.5511544,Silverado 1500 LD Double Cab,Automatic,Diesel
2004,8495,37198.28476,145,1.8,33.161232,S10 Crew Cab,Semi-Auto,Diesel
2018,13999,20277.684,135,1.0,33.373804,Spark,Manual,Petrol
1995,22000,6813.94556,145,1.8,25.040981600000002,3500 HD Extended Cab,Other,Hybrid
2016,7498,122792.64199999999,30,1.8,26.6990432,Express 3500 Cargo,Manual,Other
2003,22490,20567.3652,145,1.0,25.040981600000002,Silverado 1500 Extended Cab,Manual,Petrol
2011,11495,18719.84288,150,1.0,31.588199200000002,Express 2500 Cargo,Automatic,Petrol
2018,18295,9994.0014,0,1.0,31.588199200000002,Volt,Automatic,Hybrid
1998,11495,27942.97042,30,1.8,29.334936000000003,G-Series 3500,Semi-Auto,Hybrid
2014,6491,57381.0177,145,1.8,29.334936000000003,Corvette,Semi-Auto,Hybrid
1993,6995,4.82802,135,1.2,33.373804,Cavalier,Other,Hybrid
1996,9495,47636.464,0,1.3,25.040981600000002,2500 HD Extended Cab,Manual,Petrol
2014,1599,30696.55116,20,1.0,23.552977600000002,Suburban 1500,Semi-Auto,Hybrid
2001,14495,92537.05,150,1.0,25.040981600000002,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2003,8550,106.21644,20,1.5,20.3643976,Venture Cargo,Automatic,Hybrid
1993,2695,10460.71,140,1.0,24.4882944,APV Cargo,Semi-Auto,Diesel
2011,22995,15644.39414,145,1.8,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
1992,11995,32515.10536,150,1.0,21.8524016,S10 Regular Cab,Manual,Other
2016,10690,11909.116,145,1.0,25.040981600000002,SS,Manual,Petrol
2008,13810,52583.57516,145,2.2,29.334936000000003,Impala,Manual,Diesel
2011,16995,22287.74966,260,1.5,31.588199200000002,Impala,Manual,Diesel
2004,21995,37817.88066,0,1.5,30.0151664,Tahoe,Other,Hybrid
2008,5975,36517.53394,145,1.0,29.334936000000003,Silverado 2500 HD Regular Cab,Automatic,Other
1992,8490,50174.39318,125,1.5,24.020636,3500 Crew Cab,Semi-Auto,Petrol
1998,10495,38318.3854,145,1.8,31.588199200000002,2500 Regular Cab,Automatic,Diesel
2009,2394,11991.19234,145,1.5,29.292421600000004,Silverado 1500 Crew Cab,Other,Hybrid
2013,10675,48280.2,145,1.8,28.6121912,Express 2500 Passenger,Automatic,Other
2006,9130,30397.21392,0,1.0,24.020636,HHR,Automatic,Petrol
2010,6950,64671.3279,0,1.0,17.643476,HHR,Automatic,Petrol
1996,7072,20552.88114,0,2.0,29.292421600000004,3500 Crew Cab,Semi-Auto,Petrol
2012,13450,36363.037299999996,145,1.0,24.020636,Express 3500 Passenger,Other,Diesel
2001,11503,48280.2,140,1.5,24.530808800000003,Silverado 2500 Regular Cab,Automatic,Petrol
2006,6987,54899.41542,150,1.0,29.292421600000004,Colorado Regular Cab,Other,Other
2002,3590,7188.92178,135,1.5,23.552977600000002,Express 1500 Cargo,Semi-Auto,Other
2017,14999,20507.81962,20,1.0,25.040981600000002,Silverado 2500 HD Regular Cab,Automatic,Other
1996,22690,65781.7725,135,1.6,24.020636,Camaro,Manual,Petrol
2020,8290,7546.19526,260,1.8,22.2350312,Tahoe,Other,Hybrid
2011,7995,18397.97488,145,1.8,23.382920000000002,Tahoe,Other,Hybrid
2006,9595,18097.028299999998,135,1.8,36.562384,Silverado 3500 Regular Cab,Manual,Hybrid
2006,12000,10990.18286,145,2.5,23.382920000000002,Silverado 3500 Extended Cab,Automatic,Petrol
2016,20950,8627.67174,145,1.0,24.020636,City Express,Automatic,Hybrid
2009,10980,25532.1791,0,1.8,22.2350312,Avalanche,Other,Hybrid
2012,18490,47306.5493,300,1.2,28.484648,Express 1500 Passenger,Manual,Diesel
2008,10250,17440.41758,150,1.0,99.90884000000001,Equinox,Manual,Diesel
2012,11000,49020.496399999996,0,2.5,24.020636,Sonic,Manual,Hybrid
1997,13800,44633.43556,30,1.3,28.484648,3500 Crew Cab,Semi-Auto,Petrol
2002,11995,14150.92662,260,1.3,28.6121912,Express 3500 Passenger,Other,Diesel
2005,9387,23526.94146,145,1.5,24.020636,Uplander Passenger,Manual,Other
2009,22990,89453.55456,0,1.8,31.588199200000002,Express 2500 Cargo,Automatic,Petrol
1995,4698,89843.01484,0,1.5,29.334936000000003,Lumina Cargo,Semi-Auto,Petrol
1996,7495,16109.4934,145,1.3,18.1961632,Suburban 1500,Semi-Auto,Hybrid
2004,7795,40265.6868,20,2.0,22.2350312,Express 1500 Cargo,Semi-Auto,Other
2020,5498,51999.38474,145,1.0,24.020636,Camaro,Manual,Petrol
2007,8298,12350.07516,0,1.0,24.020636,Aveo,Other,Diesel
2013,7641,32696.96078,145,1.5,29.292421600000004,Impala,Manual,Diesel
2009,11998,64615.001,125,1.5,23.552977600000002,Impala,Manual,Diesel
2005,11998,41842.84,0,1.5,33.161232,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2016,9599,18779.38846,135,2.5,25.040981600000002,SS,Manual,Petrol
2005,7795,12070.05,135,1.5,24.658352,Silverado 3500 Regular Cab,Manual,Hybrid
1994,22200,65982.94,30,2.0,29.334936000000003,Lumina Passenger,Other,Petrol
2010,12150,14178.2854,135,2.4,20.3643976,Suburban 1500,Semi-Auto,Hybrid
1993,10290,2928.9988,0,1.8,36.562384,Corsica,Semi-Auto,Hybrid
2015,15495,53573.31926,135,1.2,30.780425600000004,Corvette,Semi-Auto,Hybrid
1996,12250,34439.876,0,1.3,31.588199200000002,Corsica,Semi-Auto,Hybrid
2017,7795,82127.83888,135,1.5,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
2004,5875,47436.90584,140,1.0,18.493764000000002,Express 2500 Cargo,Automatic,Petrol
1995,28999,37288.4078,0,1.2,29.334936000000003,3500 HD Extended Cab,Other,Hybrid
2002,5990,7242.03,30,1.3,17.643476,Silverado 3500 Extended Cab,Automatic,Petrol
2001,5725,48046.8457,260,1.5,33.161232,Cavalier,Other,Hybrid
2008,10990,111044.46,135,1.3,36.562384,Malibu (Classic),Other,Diesel
2004,13698,3057.746,20,1.3,36.562384,TrailBlazer,Other,Petrol
2015,9690,8046.7,150,1.0,24.020636,Cruze,Automatic,Hybrid
2002,7295,6331.1435599999995,165,1.8,30.780425600000004,Avalanche 1500,Other,Other
2011,6999,10768.09394,135,2.5,24.658352,Volt,Automatic,Hybrid
2007,32860,11257.3333,0,1.3,25.040981600000002,TrailBlazer,Other,Petrol
2013,13491,42700.61822,0,1.3,29.292421600000004,Volt,Automatic,Hybrid
2002,6995,44176.383,145,2.0,29.292421600000004,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
1994,7795,19204.25422,145,1.5,32.4384872,2500 Extended Cab,Other,Diesel
2000,9700,38400.46174,145,1.0,24.020636,Silverado 2500 Regular Cab,Automatic,Petrol
2002,8495,37014.82,145,1.3,36.562384,Silverado 1500 HD Crew Cab,Semi-Auto,Other
1999,13495,52322.86208,125,1.0,32.4384872,Cavalier,Other,Hybrid
2010,17400,62564.70184,0,1.0,24.530808800000003,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2000,7395,12713.786,145,1.5,25.5511544,Express 1500 Cargo,Semi-Auto,Other
1993,6330,4995.39136,0,1.6,28.6121912,Suburban 1500,Semi-Auto,Hybrid
2019,12200,9656.039999999999,145,1.8,20.3643976,Traverse,Other,Petrol
2015,9990,15288.73,30,1.0,24.530808800000003,Colorado Crew Cab,Semi-Auto,Hybrid
2002,20499,85117.9926,0,1.5,23.382920000000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2013,10995,29378.5017,145,1.3,31.588199200000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
1993,24995,19865.69296,0,2.5,24.020636,2500 Extended Cab,Other,Diesel
2001,8295,31694.34196,0,1.0,32.4384872,Astro Passenger,Manual,Other
2018,7300,20226.18512,260,1.0,25.040981600000002,Traverse,Other,Petrol
2000,9491,24357.3609,30,1.5,24.020636,Astro Passenger,Manual,Other
2001,6595,25812.20426,20,1.0,29.334936000000003,Express 3500 Cargo,Manual,Other
1998,16689,12894.032079999999,0,2.5,20.0242824,Camaro,Manual,Petrol
2006,7998,56174.0127,145,1.6,20.704512800000003,Express 2500 Passenger,Automatic,Other
2008,9791,9350.2654,30,1.8,33.373804,Silverado 1500 Extended Cab,Manual,Petrol
1994,7950,30860.70384,145,1.5,36.562384,G-Series G10,Other,Other
2017,7495,35754.70678,135,1.5,20.3643976,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
1998,8995,113297.536,135,1.8,29.2499072,Express 1500 Passenger,Manual,Diesel
1992,7495,15019.97022,30,1.5,24.020636,G-Series G10,Other,Other
2015,9441,8292.92902,145,1.3,22.6601752,Silverado 3500 HD Double Cab,Manual,Other
1995,11495,13508.79996,145,1.8,22.2350312,Caprice Classic,Manual,Other
2011,23990,57453.438,135,1.8,16.665644800000003,Impala,Manual,Diesel
2017,27999,33673.83016,150,1.0,25.040981600000002,Impala,Manual,Diesel
2013,12995,30072.12724,145,1.8,30.780425600000004,Cruze,Automatic,Hybrid
1999,7998,34505.85894,145,1.8,24.020636,3500 Crew Cab,Semi-Auto,Petrol
2010,7150,32075.75554,150,1.6,29.292421600000004,Express 3500 Passenger,Other,Diesel
2016,6550,69201.62,125,2.0,24.020636,Silverado 2500 HD Regular Cab,Automatic,Other
2011,30495,33004.34472,125,1.8,20.3643976,HHR,Automatic,Petrol
1993,13850,12874.72,150,1.8,20.704512800000003,S10 Blazer,Semi-Auto,Other
1994,15885,39428.83,150,2.5,13.3495216,2500 Regular Cab,Automatic,Diesel
2017,12000,15288.73,140,1.0,29.292421600000004,Express 2500 Cargo,Automatic,Petrol
1994,9591,25892.67126,30,1.8,24.020636,1500 Extended Cab,Manual,Other
2010,5000,14484.06,135,1.0,33.161232,Silverado 1500 Extended Cab,Manual,Petrol
1993,17780,10513.81822,0,1.0,20.3643976,3500 Regular Cab,Semi-Auto,Other
2019,6500,55087.7082,140,1.3,29.292421600000004,Colorado Crew Cab,Semi-Auto,Hybrid
2001,21450,31184.18118,150,2.0,24.020636,Blazer,Other,Hybrid
1998,16995,68466.15162,135,1.0,32.481001600000006,Express 1500 Passenger,Manual,Diesel
2005,10990,90560.78048,165,1.0,24.658352,Suburban 1500,Semi-Auto,Hybrid
1998,10091,24342.87684,0,1.8,25.040981600000002,Camaro,Manual,Petrol
2015,11000,60350.25,0,2.0,27.2942448,Sonic,Manual,Hybrid
2011,19291,9845.94212,0,1.0,25.040981600000002,Colorado Extended Cab,Manual,Other
2004,13458,35215.57788,135,1.8,31.588199200000002,Avalanche 1500,Other,Other
2015,9995,26193.61784,10,1.0,15.390212800000002,Spark,Manual,Petrol
2008,25195,6424.48528,145,1.8,29.292421600000004,Uplander Passenger,Manual,Other
2004,11395,42277.3618,145,1.5,31.588199200000002,Aveo,Other,Diesel
1992,8200,20060.4231,135,1.2,23.552977600000002,3500 Crew Cab,Semi-Auto,Petrol
2007,22050,19616.24526,145,1.5,23.382920000000002,Silverado (Classic) 3500 Regular Cab,Automatic,Petrol
2001,6095,52004.21276,145,1.5,24.530808800000003,Silverado 2500 Regular Cab,Automatic,Petrol
2019,7990,22020.59922,135,1.0,29.334936000000003,Malibu,Other,Other
2001,7845,36652.7185,0,1.0,23.552977600000002,Express 3500 Cargo,Manual,Other
2008,14498,26439.84686,0,1.5,29.334936000000003,HHR,Automatic,Petrol
2000,5000,42808.444,0,3.0,33.161232,Tahoe,Other,Hybrid
1998,6895,29180.55288,140,1.3,29.334936000000003,Suburban 2500,Automatic,Petrol
2005,24998,39750.698,0,1.0,28.6121912,Silverado 3500 Extended Cab,Automatic,Petrol
1999,14991,20739.56458,135,1.6,20.3643976,Express 2500 Cargo,Automatic,Petrol
2017,8498,7168.00036,0,1.0,33.373804,City Express,Automatic,Hybrid
1994,9490,24.1401,0,1.5,31.588199200000002,Blazer,Other,Hybrid
2001,11895,26071.308,300,1.3,31.588199200000002,Suburban 1500,Semi-Auto,Hybrid
1996,6790,65908.91036,30,1.8,23.552977600000002,Express 3500 Passenger,Other,Diesel
2016,7795,60176.44128,145,1.8,20.0242824,Colorado Extended Cab,Manual,Other
2010,17395,35971.96768,135,1.4,20.3643976,Camaro,Manual,Petrol
2015,6730,12090.97142,145,1.0,33.161232,Camaro,Manual,Petrol
2004,13690,56108.02976,0,2.5,18.1961632,Avalanche 2500,Semi-Auto,Petrol
2005,11995,48536.08506,145,1.8,29.334936000000003,Aveo,Other,Diesel
2004,8695,53755.17468,0,1.3,23.552977600000002,Tracker,Other,Diesel
2013,21945,40981.8431,150,1.0,31.588199200000002,Spark,Manual,Petrol
2004,11995,6047.89972,0,2.4,29.334936000000003,Classic,Other,Other
1998,5995,13584.43894,135,2.0,18.1961632,Suburban 2500,Automatic,Petrol
1999,11995,27674.21064,145,1.5,28.6121912,2500 Crew Cab,Other,Hybrid
2004,19500,53422.0413,0,1.0,29.2499072,Silverado 2500 HD Regular Cab,Automatic,Other
2012,6995,31206.71194,145,1.3,29.292421600000004,Camaro,Manual,Petrol
2004,16295,75627.71462,135,1.3,24.658352,Malibu,Other,Other
2000,6995,31728.1381,145,1.5,31.588199200000002,Cavalier,Other,Hybrid
2015,5444,50991.9379,0,2.0,23.552977600000002,Traverse,Other,Petrol
2007,10395,34029.4943,30,2.4,29.334936000000003,Corvette,Semi-Auto,Hybrid
2002,27990,69309.44578,125,1.0,20.3643976,Monte Carlo,Semi-Auto,Hybrid
2004,10980,29491.1555,20,1.5,25.040981600000002,Silverado 1500 Crew Cab,Other,Hybrid
1992,10000,10185.51286,30,1.0,20.3643976,Beretta,Semi-Auto,Other
1992,18990,53108.22,145,1.3,29.334936000000003,S10 Extended Cab,Automatic,Diesel
2008,18490,72130.6188,150,1.3,20.3643976,Uplander Cargo,Semi-Auto,Other
2020,13495,17842.75258,150,1.5,16.665644800000003,Impala,Manual,Diesel
1993,9600,63988.96774,145,1.5,24.530808800000003,Sportvan G10,Semi-Auto,Other
2011,6995,40816.081079999996,260,1.8,30.780425600000004,Silverado 2500 HD Regular Cab,Automatic,Other
2016,7250,62067.41578,135,2.5,25.040981600000002,Suburban 3500HD,Semi-Auto,Diesel
1999,6625,98551.15358,145,1.3,31.588199200000002,Venture Passenger,Manual,Hybrid
2009,13500,18755.24836,0,1.0,20.3643976,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2015,4295,4581.79098,0,1.8,24.020636,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2017,6499,22249.1255,145,1.6,31.588199200000002,Camaro,Manual,Petrol
2014,7695,112645.7533,145,1.8,30.0151664,Express 1500 Cargo,Semi-Auto,Other
2002,12499,14931.45652,145,2.5,24.530808800000003,Express 1500 Cargo,Semi-Auto,Other
2006,10732,39720.120539999996,0,1.0,29.292421600000004,Cobalt,Automatic,Hybrid
2008,10350,17794.47238,145,1.8,25.040981600000002,Tahoe,Other,Hybrid
2017,7495,21597.3428,145,1.5,36.562384,Express 2500 Cargo,Automatic,Petrol
2005,20995,21460.5489,145,1.5,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
2017,6295,71715.40908,205,1.8,17.643476,Silverado 3500 HD Regular Cab,Other,Diesel
2010,12491,28467.61526,0,1.0,33.373804,Malibu,Other,Other
2000,14690,48281.80934,125,1.0,29.292421600000004,S10 Extended Cab,Automatic,Diesel
1998,12995,21560.32798,200,1.0,23.382920000000002,Metro,Automatic,Hybrid
2000,13490,28968.12,160,2.0,33.373804,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2013,6998,15644.39414,30,1.5,32.481001600000006,Volt,Automatic,Hybrid
2005,23500,31977.5858,30,1.0,29.334936000000003,Astro Cargo,Semi-Auto,Hybrid
2004,27006,12342.02846,140,1.3,20.0242824,Corvette,Semi-Auto,Hybrid
2017,10295,91732.38,145,1.0,24.020636,Colorado Crew Cab,Semi-Auto,Hybrid
2020,9795,20921.42,150,2.0,25.040981600000002,Bolt EV,Manual,Hybrid
2004,10495,58184.07836,145,1.0,25.040981600000002,Express 3500 Cargo,Manual,Other
1999,9200,69201.62,140,1.5,22.2350312,Blazer,Other,Hybrid
1993,10195,16093.4,145,1.8,25.040981600000002,G-Series G30,Automatic,Hybrid
1994,7698,3484.2211,0,1.8,24.658352,Caprice Classic,Manual,Other
1998,21500,11577.59196,260,2.0,24.020636,Corvette,Semi-Auto,Hybrid
2010,23445,34151.80414,0,2.5,23.552977600000002,Equinox,Manual,Diesel
1995,8491,54408.56672,0,1.0,33.161232,Impala,Manual,Diesel
2002,20995,6437.36,30,1.8,25.040981600000002,Silverado 2500 Regular Cab,Automatic,Petrol
2003,10790,66538.1623,0,1.5,31.588199200000002,Express 3500 Cargo,Manual,Other
2007,23995,65982.94,20,1.0,20.3643976,Equinox,Manual,Diesel
1999,42990,25200.65506,0,1.2,23.382920000000002,Astro Cargo,Semi-Auto,Hybrid
2012,13695,54661.2331,0,1.8,29.334936000000003,Silverado 1500 Extended Cab,Manual,Petrol
2005,7700,15306.43274,145,2.5,36.562384,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2009,7880,24795.10138,135,1.8,28.6121912,Avalanche,Other,Hybrid
1997,6804,20343.66694,145,1.3,20.3643976,Cavalier,Other,Hybrid
2014,19450,31317.7564,135,1.0,29.292421600000004,Express 3500 Passenger,Other,Diesel
2004,11870,81746.4253,30,1.8,24.530808800000003,Express 2500 Cargo,Automatic,Petrol
2006,7672,49532.26652,145,1.3,31.588199200000002,Cobalt,Automatic,Hybrid
2013,11895,62884.9605,145,1.8,31.588199200000002,Tahoe,Other,Hybrid
1993,7999,13061.40344,150,1.3,24.020636,S10 Blazer,Semi-Auto,Other
2005,15800,40207.75056,0,1.0,24.020636,Silverado 3500 Crew Cab,Semi-Auto,Other
2004,6295,268846.68436,0,1.0,20.3643976,Colorado Regular Cab,Other,Other
2019,9250,75610.01188,0,1.5,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
2015,11995,29991.66024,150,1.8,32.4384872,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2014,9999,30237.88926,0,1.3,29.334936000000003,Spark EV,Manual,Petrol
2007,27550,10106.6552,0,1.0,24.530808800000003,Express 1500 Passenger,Manual,Diesel
1994,11999,36903.77554,0,2.5,28.6121912,Lumina Passenger,Other,Petrol
2007,8995,1609.34,30,1.5,25.040981600000002,Silverado 3500 HD Regular Cab,Other,Diesel
2014,28999,40320.40436,0,1.8,29.292421600000004,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2016,13256,57952.3334,145,2.8,31.588199200000002,Sonic,Manual,Hybrid
2013,10490,22530.76,0,1.6,24.4882944,Camaro,Manual,Petrol
1999,9995,19487.49806,0,1.3,32.4384872,Venture Cargo,Automatic,Hybrid
2004,8998,19513.2475,145,1.6,25.040981600000002,Silverado 3500 Crew Cab,Semi-Auto,Other
1994,22491,16037.0731,135,1.8,32.4384872,Lumina Cargo,Semi-Auto,Petrol
1994,12495,8088.54284,145,1.0,29.292421600000004,G-Series G20,Manual,Other
2005,7700,60791.20916,0,1.8,23.552977600000002,Silverado 2500 HD Crew Cab,Manual,Diesel
2011,8991,30719.08192,0,1.0,31.588199200000002,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2016,7710,81645.03688,145,1.0,28.6121912,Cruze,Automatic,Hybrid
1992,9106,24301.034,145,1.4,29.334936000000003,G-Series G10,Other,Other
2000,17990,18426.943,145,1.3,28.6121912,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2004,10722,56201.37148,145,1.0,28.6121912,Silverado 1500 Extended Cab,Manual,Petrol
2012,9490,1808.89816,145,1.0,29.334936000000003,Express 3500 Cargo,Manual,Other
2016,16495,61154.92,145,1.0,23.552977600000002,Silverado 2500 HD Regular Cab,Automatic,Other
2011,11990,160934.0,0,1.8,27.931960800000002,Cruze,Automatic,Hybrid
2007,5995,1221.4890599999999,205,1.0,29.334936000000003,Silverado (Classic) 3500 Crew Cab,Manual,Hybrid
2013,6778,14471.18528,200,1.8,20.3643976,Impala,Manual,Diesel
2002,10995,8280.0543,135,1.5,29.334936000000003,Avalanche 1500,Other,Other
2020,8995,28190.80878,0,1.8,27.2942448,Camaro,Manual,Petrol
2003,19000,14405.20234,145,1.5,32.4384872,Astro Passenger,Manual,Other
2006,10295,32864.33214,150,1.0,30.0151664,Impala,Manual,Diesel
2016,24500,65752.80438,150,1.8,33.373804,Colorado Crew Cab,Semi-Auto,Hybrid
2000,20690,37272.3144,260,1.0,33.161232,2500 HD Extended Cab,Manual,Petrol
2011,12000,60945.705799999996,0,1.5,29.334936000000003,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2006,12495,6331.1435599999995,135,2.5,29.292421600000004,Colorado Extended Cab,Manual,Other
2011,18995,11577.59196,30,1.8,29.334936000000003,Silverado 3500 HD Regular Cab,Other,Diesel
2001,6595,8449.035,150,2.5,21.724858400000002,Express 3500 Passenger,Other,Diesel
2009,13495,87981.00846,145,1.5,24.530808800000003,Silverado 3500 HD Extended Cab,Automatic,Other
2020,5620,15290.33934,150,1.3,23.382920000000002,Silverado 2500 HD Crew Cab,Manual,Diesel
2016,8265,34462.40676,0,1.0,16.665644800000003,Colorado Extended Cab,Manual,Other
2020,18690,20507.81962,0,1.0,20.3643976,Suburban,Other,Petrol
1999,9695,2731.04998,150,1.0,31.588199200000002,3500 Crew Cab,Semi-Auto,Petrol
1998,9680,54780.32426,30,1.0,24.020636,Astro Cargo,Semi-Auto,Hybrid
2008,6999,3060.96468,135,1.0,29.334936000000003,Uplander Cargo,Semi-Auto,Other
2000,14495,58451.2288,145,2.0,29.334936000000003,Express 1500 Cargo,Semi-Auto,Other
2005,11949,6419.65726,30,1.5,29.334936000000003,Impala,Manual,Diesel
2018,12995,12712.17666,145,1.8,19.6841672,Tahoe,Other,Hybrid
2012,7200,35988.06108,30,1.0,16.665644800000003,Sonic,Manual,Hybrid
